INVOICE_NO,CUST_ID,ITEM_ID,ITEM_NO,PRODUCT_TYPE,TRX_DATE,QUANTITY
216077177,98198,14565265,ISL95813HRZ-T,LINEAR IC,2016/7/27,12000
216076766,55232,70415,MMBT3904LT1G,DISCRETE,2016/7/27,6000
216077844,27495,135345,"BC807W,115",DISCRETE,2016/7/29,39000
216076674,26193,4387622,104S0027,PEMCO,2016/7/26,4000
216070721,2472,3250475,MSP5.0A-M3/89A,DISCRETE,2016/7/5,4500
216077068,54029,15204983,VS-20BQ030-M3/5BT,DISCRETE,2016/7/27,3200
216077528,37619,14188603,"CES521,L3SONYF(T",DISCRETE,2016/7/28,40000
216077974,11146,133024,"74LVC14APW,118",LOGIC IC,2016/7/29,2500
306071641,2308203,15260161,MT41K512M16HA-125 IT:A TRAY,MEMORY_EMBEDED,2016/7/29,1000
316070188,16736,15270961,SC7731C,CHIPSET / ASP,2016/7/1,3000
306071756,28112,3780610,LM5007MM/S7003020,LINEAR IC,2016/7/29,36000
306071763,28112,3430669,LV13603BMRX-ADJ/NOPB,LINEAR IC,2016/7/29,5000
316075277,3184243,14834920,LM3643YFFR,LINEAR IC,2016/7/14,138000
306070327,2800216,3304362,OPA2374AIDCNR,LINEAR IC,2016/7/27,3000
316077204,45640,145236,ULQ2003ADR,LINEAR IC,2016/7/20,50000
A10117625,33403,15007951,XTEAWT-0-3B0-S30-FB-0003,OPTICAL AND SENSOR,2016/7/27,0
A10117625,33403,15318196,XPGBWT-B1-1C0-S4-0-06,OPTICAL AND SENSOR,2016/7/27,0
306070213,3152,3365110,FQD2N60CTM,DISCRETE,2016/7/26,2500
316079718,4811,3367974,FDPF12N60NZ,DISCRETE,2016/7/26,1000
316077924,30895,14731963,WD10PURX,OTHERS,2016/7/21,100
316073535,3422256,15510014,W71NW10GC3DW,MEMORY_EMBEDED,2016/7/11,3840
316076109,4384,15138189,GBU6K,LINEAR IC,2016/7/16,160
CX48010643,2506,3306358,T520D337M006ATE025,PEMCO,2016/7/22,1000
CX48010755,2305,3297172,0437007.WR,PEMCO,2016/7/27,3000
CX48010545,16135,3228655,T520V477M2R5ATE009,PEMCO,2016/7/15,1000
A20160700010,999999999,1173,PGB102ST23WR,PEMCO,2016/7/31,0
CX48010235,2506,3374580,PGB1010603NR,PEMCO,2016/7/1,10000
E216070036,2172,3395235,376S0821,DISCRETE,2016/7/18,15000
E216070037,25299,3283837,CRCW06031K69FKEA,PEMCO,2016/7/18,10000
E216070036,2172,14297734,376S1194,DISCRETE,2016/7/18,15000
E216070036,2172,14548781,376S1179,DISCRETE,2016/7/18,6000
E216070045,2201,3205281,046701.5NRHF,PEMCO,2016/7/21,5000
E216070037,25299,3406298,CRCW060322K1FKEA,PEMCO,2016/7/18,35000
E216070083,25299,2707050,IHLP2525CZER8R2M01,PEMCO,2016/7/29,2000
E216070045,2201,3389992,0505030.MXP,PEMCO,2016/7/21,1000
E216070036,2172,11271587,107S0229.,PEMCO,2016/7/18,8000
216074917,2192,3403229,W25Q64FVSSIGT,MEMORY_EMBEDED,2016/7/20,2000
216060646,19234,2892082,NLAS1053USG,DISCRETE,2016/6/2,0
216066024,54029,3180368,TPS79918DRVR,LINEAR IC,2016/6/24,0
216076000,43844,1698,"BAV70,215",DISCRETE,2016/7/25,170176
216077817,27495,87496,MMBD914LT1G,DISCRETE,2016/7/29,21000
216071273,2579,1538791,"PESD12VL1BA,115",DISCRETE,2016/7/6,13273
216076103,4048,3328618,"BZV55-C3V9,115",DISCRETE,2016/7/25,295000
216076521,15611,3309039,"TL431AQDBZR,215",DISCRETE,2016/7/26,24000
216076368,27495,14719153,"PESD5V0F1USF,315",DISCRETE,2016/7/26,45000
216073367,2461,3183220,M74VHC1GT08DFT2G,LOGIC IC,2016/7/14,9000
216071077,47774,15458009,NCP81278MNTXG,LINEAR IC,2016/7/6,12000
216072312,23834,143129,MAX3243CDBR,LINEAR IC,2016/7/11,4000
W016074320,19320,2443023,SD12CT1G,DISCRETE,2016/7/14,3000
W016077084,19473,2424022,MC33074ADR2G,LINEAR IC,2016/7/25,7500
W016076742,9212,70127,"BAV70W,115",DISCRETE,2016/7/22,9000
216073463,52735,14863063,TPS65730A0PYFFR-CF,LINEAR IC,2016/7/14,24000
316071194,3438253,14762160,FH8065301615010SR1UT,CPU / MPU,2016/7/5,2500
306071593,6293,232157,TLP351(F),DISCRETE,2016/7/29,2000
316073393,56644,3179669,TMP86FS49BFG(ZHZ),CPU / MPU,2016/7/11,2250
316077098,3688253,14990877,THGBMBG5D1KBAIL,MEMORY_EMBEDED,2016/7/19,3040
306070503,2135199,14909040,CM8064401831000SR206,CPU / MPU,2016/7/27,50
306071265,2936220,14909040,CM8064401831000SR206,CPU / MPU,2016/7/28,83
316071216,45038,14834903,SMBJ24CAHE3/52-ZN,DISCRETE,2016/7/5,36000
306072076,3283276,7081589,9524034,PEMCO,2016/7/30,10000
316078849,6338,4231589,MT41K128M16JT-125:K,MEMORY_EMBEDED,2016/7/22,10000
316073827,3228254,15285974,MT52L512M64D4GN-107 WT:B,MEMORY_EMBEDED,2016/7/12,145000
316071644,3803257,14932024,"TPH1R403NL,L1Q(M",OTHERS,2016/7/6,10000
316077570,3008243,4754587,W25Q128FVSIGT,MEMORY_EMBEDED,2016/7/20,60000
316076109,4384,15138189,GBU6K,LINEAR IC,2016/7/16,160
316076383,56577,14783872,FH8065301615104SR1UU,CPU / MPU,2016/7/18,1000
E216070083,25299,3176388,CRCW0603470RFKEA,PEMCO,2016/7/29,10000
E216070083,25299,3207439,CRCW08050000Z0EA,PEMCO,2016/7/29,15000
CX48010601,2518,7534587,7X25003003,PEMCO,2016/7/19,3000
CX48010406,16135,3216651,SI2301CDS-T1-GE3,DISCRETE,2016/7/7,6000
CX48010562,2262,3322859,734151069,PEMCO,2016/7/18,5000
CX48010277,2517,1307792,ILD217T,OPTICAL AND SENSOR,2016/7/4,30
E216070037,25299,14967398,CRCW0402100RFKED,PEMCO,2016/7/18,260000
E216070036,2172,6759590,152S0691,PEMCO,2016/7/18,4000
E216070037,25299,3284155,CRCW06030000Z0EA,PEMCO,2016/7/18,20000
E216070045,2201,4053602,5.0SMDJ60A-LF,PEMCO,2016/7/21,6000
E216070047,2172,1732786,1206L050YR,PEMCO,2016/7/21,4000
E216070087,2172,3395230,376S0845,DISCRETE,2016/7/29,6000
E216070037,25299,15050075,CRCW121051R0JNEA,PEMCO,2016/7/18,5000
216077151,2194,128457,MM3Z7V5T1G,DISCRETE,2016/7/27,3000
216071664,21456,14787878,OV2680-H47A,OPTICAL AND SENSOR,2016/7/7,11520
216073681,11148,70509,"BAV99,215",DISCRETE,2016/7/15,3000
216076376,554198,70447,"PMBS3906,215",DISCRETE,2016/7/26,53000
216073845,43844,88447,"BAV103,115",DISCRETE,2016/7/15,4219
216070703,23834,143129,MAX3243CDBR,LINEAR IC,2016/7/5,2000
5119,34659,3722143,DS90LV001TMX/NOPB,LINEAR IC,2016/7/31,0
W016070490,19473,2424022,MC33074ADR2G,LINEAR IC,2016/7/1,2500
5119,34659,3434864,DP83848CVV/NOPB,LINEAR IC,2016/7/31,0
216077914,27495,132753,NTJD4001NT1G,DISCRETE,2016/7/29,45000
216076464,11146,3241944,TPS2421-1DDAR,LINEAR IC,2016/7/26,5000
216076934,52735,14863063,TPS65730A0PYFFR-CF,LINEAR IC,2016/7/27,45000
216036463,5365,14976875,ATSAMR21E18A-MFT,CHIPSET / ASP,2016/3/25,0
216074857,2197,15003947,"TLP2468(TP,F)",DISCRETE,2016/7/20,5000
216066534,43262,14988996,NT5CC128M16IP-DI,MEMORY_EMBEDED,2016/6/27,0
316070172,4849,133619,"74LVC2G17GW,125",LOGIC IC,2016/7/1,6000
316072932,14355,15003947,"TLP2468(TP,F)",DISCRETE,2016/7/8,5000
316075644,3535251,14990878,THGBMFG7C1LBAIL,MEMORY_EMBEDED,2016/7/15,10640
316071716,4855,1357777,S1D-E3/61T,DISCRETE,2016/7/6,14400
306071242,3547248,13610595,"2SK208-GR(TE85L,F)",DISCRETE,2016/7/28,90000
5119,53119,3415366,TPS54329DDAR,LINEAR IC,2016/7/31,0
316074882,2680208,3397990,TPS65835RKPR,LINEAR IC,2016/7/14,42000
316076023,52556,13286590,DRV8824PWPR,LINEAR IC,2016/7/16,34000
316078088,3161251,3770638,LM2665M6X/NOPB,LINEAR IC,2016/7/21,15000
316075887,19394,14350724,ISL6622CBZ-T,DISCRETE,2016/7/15,2500
316075151,19124,3381127,C0805C393K5RAC 7800,PEMCO,2016/7/14,4000
306071310,4384,3399245,DF10S,DISCRETE,2016/7/28,6000
316076803,23611,149778,SN74LVC1G14DBVR,LOGIC IC,2016/7/19,153000
316072769,3184243,14696183,NCP114AMX120TCG,LINEAR IC,2016/7/8,60000
E216070087,2172,5535589,376S0796.,DISCRETE,2016/7/29,3000
E216070065,2172,3317021,0501010.WR,PEMCO,2016/7/25,3000
E216070049,2172,15351113,LP-NSML200,PEMCO,2016/7/21,4000
E216070083,25299,15084163,CRCW060397K6FKEA,PEMCO,2016/7/29,5000
E216070049,2172,15045887,LP-MSM150/24,PEMCO,2016/7/21,19000
E216070049,2172,15045887,LP-MSM150/24,PEMCO,2016/7/21,39000
E216070032,2201,14185614,ADCMP361YRJZ-REEL7,LINEAR IC,2016/7/18,3000
E216070037,25299,3278138,CRCW0603100KFKEA,PEMCO,2016/7/18,5000
E216070036,2172,14548781,376S1179,DISCRETE,2016/7/18,9000
E216070037,25299,3383241,CRCW040233K2FKED,PEMCO,2016/7/18,10000
E216070037,25299,15084138,CRCW0603470KFKEA,PEMCO,2016/7/18,5000
E216070037,25299,3205614,CRCW06034K70FKEA,PEMCO,2016/7/18,40000
E216070084,2201,15072878,WSK25122L000DEA,PEMCO,2016/7/29,4000
E216070019,53780,116062,ADM213EARSZ-REEL,LINEAR IC,2016/7/7,6000
216057412,4094,14866009,"TJA1051T/3/CM,118",LINEAR IC,2016/5/30,0
,2065,4257621,NS6A5.0AFT3G,DISCRETE,,0
216074419,51693,70449,"PMBT3904,215",DISCRETE,2016/7/19,6000
216076082,14044,2899106,"PMEG4005EJ,115",DISCRETE,2016/7/25,6082
216073460,52735,14863076,LM3638A1YFDR-CF,LINEAR IC,2016/7/14,18000
216073591,26193,141775,TPS61045DRBR,LINEAR IC,2016/7/15,36000
216076955,45733,14269798,TS3DV642A0RUAR,LINEAR IC,2016/7/27,3000
216076783,26193,3339161,TPS61252DSGR,LINEAR IC,2016/7/27,60000
215103661,51693,8934603,NCP81151MNTBG,LINEAR IC,2015/10/19,0
216056019,6311,126591,MMBT3904WT1G,DISCRETE,2016/5/25,0
,2292,15385983,LP5908UVX-1.8/NOPB-CF,LINEAR IC,,0
216076063,14705,135739,"1PS79SB30,115",DISCRETE,2016/7/25,3000
216071237,14044,2899106,"PMEG4005EJ,115",DISCRETE,2016/7/6,21000
216074417,51693,4283594,W25X20CLSNIGT,MEMORY_EMBEDED,2016/7/19,12500
216077831,47302,3383261,JS28F512P33BFD,MEMORY_EMBEDED,2016/7/29,1728
316073444,2775209,14861184,CM8064401831400SR207,CPU / MPU,2016/7/11,50
A10117396,3017245,15313300,CM8066201921713SR2LE,CPU / MPU,2016/7/22,-1
316079120,6712,10884587,"SSM3J331R,LF(T",DISCRETE,2016/7/25,36000
306071001,6228,3429592,V15P45S-M3/86A,DISCRETE,2016/7/28,21000
316076718,38326,14847933,"1SV305,L3F(T",DISCRETE,2016/7/19,80000
306071403,57848,10736603,TPS65910A3A1RSLR,LINEAR IC,2016/7/29,2500
5119,30472,70327,SN74HC164DR,LOGIC IC,2016/7/31,0
316077828,53119,3391720,DRV8812PWPR,LINEAR IC,2016/7/21,6000
316078088,3161251,3770638,LM2665M6X/NOPB,LINEAR IC,2016/7/21,12000
316074813,42283,3243275,TS5A4595DCKR,LOGIC IC,2016/7/14,30000
316078728,49518,70303,SN74ACT244DWR,LOGIC IC,2016/7/22,28000
316073124,17418,134574,74HC165DT,LOGIC IC,2016/7/8,2500
316071122,22566,136171,"1N4747A,133",DISCRETE,2016/7/5,5000
316079759,3445245,14720935,TEF6686HN/V102K,CHIPSET / ASP,2016/7/26,4900
E216070083,25299,3176389,CRCW060347K0FKEA,PEMCO,2016/7/29,80000
E216070082,53780,116062,ADM213EARSZ-REEL,LINEAR IC,2016/7/29,1500
E216070049,2172,15307086,LP-ISM035,PEMCO,2016/7/21,4000
E216070054,2172,11266587,104S0018.,PEMCO,2016/7/21,16000
E216070087,2172,3395228,376S0867,DISCRETE,2016/7/29,3000
E216070050,25299,3206261,0468002.NRHF,PEMCO,2016/7/21,5000
E216070047,2172,3206258,0467002.NRHF,PEMCO,2016/7/21,15000
E216070043,53780,15344018,LP-TSML100,PEMCO,2016/7/20,5000
E216070037,25299,3388185,WSL1206R0500FEA,PEMCO,2016/7/18,4000
E216070037,25299,10650603,CRCW060356K0FKEA,PEMCO,2016/7/18,5000
E216070076,2172,3395251,376S0749,DISCRETE,2016/7/28,3000
E216070083,25299,10650603,CRCW060356K0FKEA,PEMCO,2016/7/29,20000
E216070036,2172,3395228,376S0867,DISCRETE,2016/7/18,6000
216071262,2555,231657,ADA4862-3YRZ-RL7,LINEAR IC,2016/7/6,27000
216072010,3558,88675,"PDZ10B,115",DISCRETE,2016/7/8,6000
216074417,51693,9879587,FDMS3664S,LINEAR IC,2016/7/19,3000
216075295,2192,14565177,ISL6208CRZ-T,LINEAR IC,2016/7/21,6000
216077144,2194,15071146,ISL95829HRTZ-T,LINEAR IC,2016/7/27,12000
A10080913,33176,15280990,BX80662I76700SR2L2,CPU / MPU,2016/7/8,-3
W016077751,3830255,14870291,AT24CM01-XHM-T,MEMORY_EMBEDED,2016/7/26,5000
ST160700045,26066,15368971,SS495A-SP,OTHERS,2016/7/22,0
W016077268,19309,1746,"BC817-25,215",DISCRETE,2016/7/25,3000
W016070902,7588,15205957,"2SA1162-Y(TE85R,F)",OTHERS,2016/7/4,12000
W016070040,19347,135880,"BAS70-07,215",DISCRETE,2016/7/1,3000
216070436,2507,133271,"74AHC1G08GW,125",LOGIC IC,2016/7/1,3000
216074106,2793,1754,"PMBT2907A,215",DISCRETE,2016/7/18,3000
216073327,2194,15166107,MT51J256M32HF-60:A TRAY,MEMORY_EMBEDED,2016/7/14,12
216077189,11139,3205312,AD8153ACPZ-RL7,LINEAR IC,2016/7/27,1000
316076513,54944,2408012,ADM202EARWZ-REEL,LINEAR IC,2016/7/18,3000
316075151,19124,3374043,C0603C560J1GAC 7867,PEMCO,2016/7/14,8000
316072202,1900198,15141147,"SSDPEDMW400G4X1,944775",MEMORY_SYSTEM,2016/7/7,3
316076604,40234,14565832,ISL1571IUEZ-T7S2769,LINEAR IC,2016/7/18,15000
316072934,28112,87141,SN74AHC1G32DBVR,LOGIC IC,2016/7/8,3000
316077757,42283,150638,TS5A4594DCKR,LOGIC IC,2016/7/21,6000
316072888,3037281,88224,SN74LVC14APWR,LOGIC IC,2016/7/8,12000
306071602,21165,133624,"74LVC32AD,118",LOGIC IC,2016/7/29,2500
316073124,17418,133775,"74LVC08APW,118",LOGIC IC,2016/7/8,5000
316071190,4805,125741,BAV99LT1G,DISCRETE,2016/7/5,75000
316073336,49189,14992992,TFA9895UK/N2AZ,LINEAR IC,2016/7/11,1000
316073615,3184243,3337320,NLSX4378BFCT1G,LINEAR IC,2016/7/11,60000
316072105,54681,129198,MM3Z12VT1G,DISCRETE,2016/7/7,9000
316074686,52097,14981880,EMI7112FCTAG,DISCRETE,2016/7/13,150000
316073205,30076,179050,MC14013BDR2G,LOGIC IC,2016/7/9,100000
E216070087,2172,5535589,376S0796.,DISCRETE,2016/7/29,22000
E216070083,25299,15083286,IHLP1616BZER1R0MA1,PEMCO,2016/7/29,4000
E216070087,2172,14722980,152S0598,PEMCO,2016/7/29,3500
E216070047,2172,3344266,0441004.WR,PEMCO,2016/7/21,3000
E216070036,2172,15063857,107S0185.,PEMCO,2016/7/18,10000
E216070083,25299,15084150,CRCW060349R9FKEA,PEMCO,2016/7/29,5000
E216070047,2172,3297111,0466005.NRHF,PEMCO,2016/7/21,5000
E216070049,2172,15045887,LP-MSM150/24,PEMCO,2016/7/21,8000
E216070083,25299,3336460,CRCW040247K0FKED,PEMCO,2016/7/29,70000
E216070050,25299,3206260,0468003.NRHF,PEMCO,2016/7/21,5000
E216070045,2201,3253308,1206L150THWR,PEMCO,2016/7/21,9000
E216070066,2172,14846098,1206SFS800F/24-2,PEMCO,2016/7/25,3000
E216070047,2172,3206258,0467002.NRHF,PEMCO,2016/7/21,15000
216077866,57578,2208826,"74LVC1G06GW,125",LOGIC IC,2016/7/29,3000
W016072461,26459,1103743,SMP08FSZ,LINEAR IC,2016/7/8,144
A10081438,26066,15368971,SS495A-SP,OTHERS,2016/7/22,0
W016070940,7588,15205957,"2SA1162-Y(TE85R,F)",OTHERS,2016/7/4,3000
W016071523,7528,14940918,THNSNJ128G8NU4PAGB,OTHERS,2016/7/5,236
W016077238,9212,70126,"BAT54CW,115",DISCRETE,2016/7/25,3000
3416070215,2723207,15288976,BX80662I56500SR2L6,CPU / MPU,2016/7/14,10
3416070443,2723208,14887862,BX80646G1840SR1VK,CPU / MPU,2016/7/27,500
A10080976,2723207,15058972,BX80646G3260SR1K8,CPU / MPU,2016/7/11,0
A10080979,2723208,15336088,BX80662I56402PSR2NJ,CPU / MPU,2016/7/11,0
W016070086,19347,1754,"PMBT2907A,215",DISCRETE,2016/7/1,12000
W016074840,19505,1751787,"BAT54H,115",DISCRETE,2016/7/15,9000
W016076234,30424,3250502,"WG82577LM,SLGWS",CHIPSET / ASP,2016/7/21,100
3416070132,49482,15279007,BX80660E52650V4SR2N3,CPU / MPU,2016/7/11,4
A10080977,2723208,15344977,"SSDSC2KW120H6X1,948800",MEMORY_EMBEDED,2016/7/11,0
316070479,4819,3301784,NTGS5120PT1G,DISCRETE,2016/7/2,6000
316077808,3188242,14902863,NCP170AMX280TCG,LINEAR IC,2016/7/21,3000
316070729,3483245,88569,HEF4052BTR,LOGIC IC,2016/7/4,100000
306070891,3529246,70434,74HC4053DT,LOGIC IC,2016/7/28,2500
316071551,55044,1982791,ADM3312EARUZ-REEL7,LINEAR IC,2016/7/6,3000
316076067,45104,87820,FSBB20CH60,LINEAR IC,2016/7/16,2100
316075517,483198,129198,MM3Z12VT1G,DISCRETE,2016/7/15,42000
306071004,483198,129198,MM3Z12VT1G,DISCRETE,2016/7/28,51000
306071576,4384,3166118,NSR1020MW2T1G,DISCRETE,2016/7/29,3000
316074673,47428,14821977,TJA1042T/1J,LINEAR IC,2016/7/13,30000
316075684,5008,2753076,VLMY3100-GS08,OPTICAL AND SENSOR,2016/7/15,7500
A,3061284,1880786,TSML1020,OPTICAL AND SENSOR,2016/7/31,0
316078813,2769877,14704168,VSSC520S-M3/57T,DISCRETE,2016/7/22,3400
316070673,4819,15361024,SMBJ6.0CA-E3/52,DISCRETE,2016/7/4,3000
E216070083,25299,15083284,MAL215097412E3,PEMCO,2016/7/29,9000
E216070035,2201,3330926,CRCW040210K0FKED,PEMCO,2016/7/18,10000
E216070036,2172,5299591,127S0162,PEMCO,2016/7/18,8000
E216070065,2172,3206259,0467001.NRHF,PEMCO,2016/7/25,20000
E216070065,2172,3206259,0467001.NRHF,PEMCO,2016/7/25,35000
E216070037,25299,3406303,CRCW06031K00FKEA,PEMCO,2016/7/18,10000
E216070063,2201,3399221,0456040.DR,PEMCO,2016/7/25,1500
E216070065,2172,3238652,SMAJ22A-LF,PEMCO,2016/7/25,10000
E216070043,53780,15045887,LP-MSM150/24,PEMCO,2016/7/20,8000
E216070043,53780,15045887,LP-MSM150/24,PEMCO,2016/7/20,2000
CX48010763,16135,2319014,SI4465ADY-T1-E3,DISCRETE,2016/7/28,2500
CX48010316,9552,3216409,SI2302CDS-T1-GE3,DISCRETE,2016/7/4,9000
E216070037,25299,3278138,CRCW0603100KFKEA,PEMCO,2016/7/18,5000
A10080979,2723208,15405990,"SSDSC2KW480H6X1,948573",MEMORY_SYSTEM,2016/7/11,0
A10081613,2723208,15051992,BX80646I34170SR1PL,CPU / MPU,2016/7/27,0
A10081394,2723208,15051992,BX80646I34170SR1PL,CPU / MPU,2016/7/22,0
A10080977,2723208,15058972,BX80646G3260SR1K8,CPU / MPU,2016/7/11,0
W016075703,25930,3328656,"BZX84-C7V5,215",DISCRETE,2016/7/20,12000
W016070913,19494,136025,"BAV23,215",DISCRETE,2016/7/4,15000
W016074299,30424,3204325,"WG82574L,SLBA9",CHIPSET / ASP,2016/7/14,900
A10080977,2723208,15405990,"SSDSC2KW480H6X1,948573",MEMORY_SYSTEM,2016/7/11,0
W016072020,19347,134675,"PHK18NQ03LT,518",DISCRETE,2016/7/7,10000
216078004,34458,14863063,TPS65730A0PYFFR-CF,LINEAR IC,2016/7/29,9000
216076556,34458,14863013,CD3230A0YFFR-CF,LINEAR IC,2016/7/26,3000
216078050,52419,14863023,CSD58873Q3D-CF,LINEAR IC,2016/7/29,12500
216075187,4645,14774954,TPS65132B2YFFR,LINEAR IC,2016/7/21,3000
216074419,51693,135522,"PESD5V2S2UT,215",DISCRETE,2016/7/19,6000
216075299,2192,2227820,PCA9545APWR,LOGIC IC,2016/7/21,6000
316075386,4693,151079,TL431ACDR,LINEAR IC,2016/7/15,10000
316072747,3619247,15497960,TLV379IDBVR,LINEAR IC,2016/7/8,60000
316070512,4819,142994,LMV324IDR,LINEAR IC,2016/7/4,7500
316075922,89201,6498668,FSEM0365RNB,LOGIC IC,2016/7/15,6000
316073787,41902,385,KA3525A,LINEAR IC,2016/7/12,1500
316077842,2769333,10731806,FS7M0880TU,LINEAR IC,2016/7/21,3600
316078748,16736,70589,2N7002LT1G,DISCRETE,2016/7/22,270000
306071232,43541,3343975,"TJA1021T/20/C,118",LINEAR IC,2016/7/28,242500
316078281,3483245,133931,HEF4060BTR,LOGIC IC,2016/7/21,200000
316072791,47428,14951953,TJA1043T/1J,LINEAR IC,2016/7/8,35000
316074673,47428,14923072,TJA1051T/3/1J,LINEAR IC,2016/7/13,20000
316071154,3666250,14823499,VC5348,CHIPSET / ASP,2016/7/5,6000
316072239,3037281,3330743,VBPW34S,OPTICAL AND SENSOR,2016/7/7,2000
306070251,4716,143759,LM324ADR,LINEAR IC,2016/7/27,5000
E216070036,2172,13987599,376S1184,DISCRETE,2016/7/18,9000
E216070037,25299,15084139,CRCW0603365KFKEA,PEMCO,2016/7/18,10000
E216070083,25299,14967398,CRCW0402100RFKED,PEMCO,2016/7/29,520000
E216070047,2172,3206257,0467003.NRHF,PEMCO,2016/7/21,10000
E216070065,2172,3206259,0467001.NRHF,PEMCO,2016/7/25,10000
E216070087,2172,6759590,152S0691,PEMCO,2016/7/29,8000
E216070083,25299,15083285,IHLP2525CZER220M1A,PEMCO,2016/7/29,4000
E216070035,2201,15072878,WSK25122L000DEA,PEMCO,2016/7/18,8000
E216070037,25299,11084587,CRCW0603750RFKEA,PEMCO,2016/7/18,10000
E216070065,2172,3206259,0467001.NRHF,PEMCO,2016/7/25,20000
CX48010446,23686,2769075,0218002.MXP,PEMCO,2016/7/11,10000
CX48010380,16135,15004037,9B08000180,PEMCO,2016/7/6,1000
CX48010302,9552,14512143,678005001,PEMCO,2016/7/4,4800
CX48010615,16135,3223014,2N7002K-T1-GE3,DISCRETE,2016/7/20,3000
216077028,47302,4968587,TPS53317RGBR,LINEAR IC,2016/7/27,3000
216074414,6259,1731,"PMGD280UN,115",DISCRETE,2016/7/19,3000
216077940,4094,3245356,"NZX12B,133",DISCRETE,2016/7/29,90
W016077289,9212,3312684,"PSMN7R0-100PS,127",DISCRETE,2016/7/25,1000
W016070508,49304,15587966,"CGD1040HI,112",DISCRETE,2016/7/1,156
216076104,4728,2219795,DTC123JET1G,DISCRETE,2016/7/25,12000
216076465,11146,3367942,UCD90160RGCR,LINEAR IC,2016/7/26,4000
216077144,2194,10440596,ESD7104MUTAG,DISCRETE,2016/7/27,3000
216071632,33431,3413271,SZMMSZ5245BT1G,DISCRETE,2016/7/7,6000
216076528,2793,15141043,SVF4N65CAF,OTHERS,2016/7/26,60
216073050,2506,13124587,QCA9558-AT4A,CHIPSET / ASP,2016/7/13,990
216077984,2192,129761,LM393DMR2G,LINEAR IC,2016/7/29,4000
216077015,50125,3191271,"PBSS4350X,147",DISCRETE,2016/7/27,1000
216075314,2197,7331591,"PSMN1R1-40BS,118",DISCRETE,2016/7/21,644
216075889,2507,14724076,NCP3232NMNTXG,LINEAR IC,2016/7/23,2500
A10117105,5758,15065943,WD05PURX,OTHERS,2016/7/15,-1
316078025,2869209,15140153,W25Q80EWUXIET,MEMORY_EMBEDED,2016/7/21,16000
316079369,2217198,88870,LL4148-GS08,DISCRETE,2016/7/25,22500
316078191,4384,3382360,MT29F1G08ABADAWP-IT:D,MEMORY_EMBEDED,2016/7/21,2000
316075297,3148259,14508783,NT5CB128M16FP-DIH,MEMORY_SYSTEM,2016/7/14,1000
HB15050231,999999999,15187135,NPCT650LB1YX,LINEAR IC,2016/7/29,0
316071309,4855,88870,LL4148-GS08,DISCRETE,2016/7/5,7500
316079664,2217198,122512,TZMB10-GS08,DISCRETE,2016/7/26,2500
316078355,4637,134149,"BT136-600D,127",DISCRETE,2016/7/22,3000
316070512,4819,3335354,TRS3253EIRSMR,LINEAR IC,2016/7/4,3000
316073787,41902,14563857,FDA69N25,DISCRETE,2016/7/12,1500
306071649,58091,14042589,FAN4800AUN,LINEAR IC,2016/7/29,3000
316074996,3715253,9862587,FAN6755WMY,LINEAR IC,2016/7/14,17500
A10116545,3006303,4536587,W25Q32FVSSIGT,MEMORY_EMBEDED,2016/7/5,0
CX48010437,3750256,15455990,7M40000074,PEMCO,2016/7/11,3000
CX48010749,16135,3223014,2N7002K-T1-GE3,DISCRETE,2016/7/27,45000
CX48010289,9552,124091,SI2312BDS-T1-E3,DISCRETE,2016/7/4,3000
CX48010387,13907,3321854,0466003.NRHF,PEMCO,2016/7/6,5000
E216070037,25299,3207439,CRCW08050000Z0EA,PEMCO,2016/7/18,20000
E216070063,2201,1237,0451010.MRL,PEMCO,2016/7/25,1000
E216070031,25299,14930046,SI2323DDS-T1-GE3,DISCRETE,2016/7/15,3000
E216070087,2172,3395231,376S0761,DISCRETE,2016/7/29,9000
E216070043,53780,15045887,LP-MSM150/24,PEMCO,2016/7/20,2000
CX48010498,16135,3182601,SUM110P04-05-E3,DISCRETE,2016/7/13,1600
CX48010470,53917,3307323,T520B227M2R5ATE015,PEMCO,2016/7/12,4000
CX48010446,23686,3178240,0217004.MXP,PEMCO,2016/7/11,2000
CX48010349,44013,15533019,V220CH8T,PEMCO,2016/7/5,1000
216077859,57578,15051018,NCP81206AMNTXG,LINEAR IC,2016/7/29,2500
216074486,11146,6071587,ISO1540DR,LINEAR IC,2016/7/19,2500
216071712,4094,14208699,"TK65A10N1,S4X(S",DISCRETE,2016/7/7,10700
,3564,3383629,"BZT52H-B24,115",DISCRETE,,0
216071270,9212,15016149,"SSM3K7002FU,LF(T",DISCRETE,2016/7/6,36000
216071482,2192,14988873,MTFC4GLDEA-0M WT TRAY,MEMORY_EMBEDED,2016/7/7,8000
216077659,11148,3245274,AD8192ACPZ-RL7,LINEAR IC,2016/7/29,750
216070454,2508,88444,"BAT54A,215",DISCRETE,2016/7/2,6000
216072029,43844,3244339,"NZX10C,133",DISCRETE,2016/7/8,9535
216077151,2194,1724,"PESD5V0S1BB,115",DISCRETE,2016/7/27,15000
216077189,11139,3237514,ISO3082DWR,LINEAR IC,2016/7/27,600
216073462,52419,4642624,"TCS10DPU(T5LAP,E)",DISCRETE,2016/7/14,45000
215127516,11139,132888,"PCA9548APW,118",LINEAR IC,2015/12/29,0
