INVOICE_NO,CUST_ID,ITEM_ID,ITEM_NO,PRODUCT_TYPE,TRX_DATE,QUANTITY
1616071160/88761571,54586,15368977,B150I PRO GAMING/WIFI/AURA,OTHERS,2016/7/19,100
1616070475,47289,14481833,WD10JPVX,OTHERS,2016/7/12,50
A10059024,40627,15242188,U2879VF,OTHERS,2016/7/12,0
1616070609/88761240,27334,15305978,B150M-K-H,OTHERS,2016/7/13,200
1616071553/普00871206,3584267,14980182,T2210 BLACK-X,OTHERS,2016/7/27,5
1616070225/79213741,3398252,15352015,DS216J,OTHERS,2016/7/5,6
1616070226,47289,14980086,WD5000LPLX,OTHERS,2016/7/5,2
1616070474,47289,15157064,WD5000LPCX,MEMORY_SYSTEM,2016/7/12,17
1616071448,47289,14843869,Q1900M./M/ASRK,OTHERS,2016/7/25,2
1616071256,47289,15487025,H110M-DVS R2/M/ASRK,OTHERS,2016/7/21,1
1616071461,47289,15587004,B150 GAMING K4./A/ASRK,OTHERS,2016/7/25,10
1616071576/88761875,55808,14191598,B85 PRO4/A/ASRK,OTHERS,2016/7/27,60
1616071442/88761777,37441,14526773,E2270SWN,OTHERS,2016/7/25,15
1616071047/88761530,3539255,15083976,LV243XID,OTHERS,2016/7/18,5
1616071447,47289,14688947,B85 KILLER/A/ASRK,OTHERS,2016/7/25,15
1616071462,47289,14141594,B85M PRO4/M/ASRK,OTHERS,2016/7/25,25
1616070391/79213943,3724264,15046030,I2279VW/WS,OTHERS,2016/7/8,100
A10058724,40627,15185963,I2481FXH,OTHERS,2016/7/1,0
1616071047/88761530,3539255,15372066,I2480SXD,OTHERS,2016/7/18,10
1616071516/88761829,40627,14270748,I2369V,OTHERS,2016/7/26,10
1616070096/79213705,2431204,15352015,DS216J,OTHERS,2016/7/4,1
1616071140/普00871199,3584267,15187132,GOLDEN FIELD 小超越 BLACK-X,OTHERS,2016/7/19,1
1616070614/88761245,2975245,15373194,22CL60PHF/G,OTHERS,2016/7/13,24
1616070922/88761461,1152198,14804260,H81M-D,OTHERS,2016/7/15,500
1616070174,47289,14675955,WD2003FZEX,OTHERS,2016/7/5,7
1616071039/88761522,40627,14270748,I2369V,OTHERS,2016/7/18,5
1616070272/79213870,2340198,15569990,I2480SXHE5-H,OTHERS,2016/7/7,50
1616071126/普00871203,3584267,15133983,GOLDEN FIELD PANDA BLACK-X,OTHERS,2016/7/19,1
1616071679,47289,15182007,H170 PRO4S/A/ASRK,OTHERS,2016/7/29,3
1616070629/88761259,1152198,15078018,B85M-G PLUS,OTHERS,2016/7/13,80
1616070129,47289,15539983,2T,MEMORY_SYSTEM,2016/7/5,20
1616070479,47289,15471069,SEELE 暗黑者D3,OTHERS,2016/7/12,10
1616070475,47289,15157064,WD5000LPCX,MEMORY_SYSTEM,2016/7/12,50
1616071462,47289,15182006,B150M COMBO-G/M/ASRK,OTHERS,2016/7/25,6
1616070552/88761173,2340198,15630985,I3288VW-H,OTHERS,2016/7/12,82
1616071432/88761775,3030243,15569990,I2480SXHE5-H,OTHERS,2016/7/25,20
1616070479,47289,15570050,SEELE 初號機,OTHERS,2016/7/12,23
1616071296/88761682,3688252,6642591,E950SN,OTHERS,2016/7/21,20
1616071462,47289,15348976,B150M-HDS/M/ASRK,OTHERS,2016/7/25,5
A10059044,2340198,15630985,I3288VW-H,OTHERS,2016/7/12,0
1616071153/88761564,3717248,15647985,C3282VW-H,OTHERS,2016/7/19,300
1616070299/88761633,3587262,14844938,H81M-K,OTHERS,2016/7/7,50
1616071669,47289,15638974,X99 TAICHI./A/ASRK,OTHERS,2016/7/28,20
1616071455/88761785,3599250,14921003,DS1815+,OTHERS,2016/7/25,2
1616071510/88761823,3123252,15662959,STRIX-GTX1060-O6G-GAMING,OTHERS,2016/7/26,21
1616071437,47289,15539983,2T,MEMORY_SYSTEM,2016/7/25,20
1616071319/88761695,716199,15654020,SDRW-08D3S-U-H,OTHERS,2016/7/22,50
1616071246/88761649,3682251,15046941,DS1515,OTHERS,2016/7/21,1
1616070151,47289,15436271,SEELE魔法師I-R,OTHERS,2016/7/5,1
1616070246/79213846,1491205,14968998,B85-PLUS-H,OTHERS,2016/7/6,200
1616071100/普00871203,3584267,14980184,T1910-X,OTHERS,2016/7/19,1
1616071398/88761763,3035280,15145171,V2043WS,OTHERS,2016/7/25,10
1616071372/88761731,2431204,14921004,DS1515+,OTHERS,2016/7/22,2
A10059568,2968246,15242437,DRW-24D5MT(BLACK),OTHERS,2016/7/27,0
1616070457/79213993,3114246,15145171,V2043WS,OTHERS,2016/7/11,35
1616071321/88761697,3867254,15589174,STRIX-GTX1080-8G-GAMING-H,OTHERS,2016/7/22,1
1616071462,47289,15469965,H110M-HDVP/M/ASRK,OTHERS,2016/7/25,3
1616071150/88761561,3082270,15071960,I2379VHE,OTHERS,2016/7/19,2
1616070377/79213929,2973252,15389959,DRW-24D5MT-B.,OTHERS,2016/7/8,10
1616071765/88764258,3114246,15141113,V2243WS,OTHERS,2016/7/29,55
1616070079/79213689,3134245,14270748,I2369V,OTHERS,2016/7/4,6
1616071609/88761901,3878250,15205995,I3207VWD3/WW-H,OTHERS,2016/7/28,20
A10059284,38467,13211594,I2769V/WW,OTHERS,2016/7/19,0
1616070036/79213657,3082270,14310766,I2769V,OTHERS,2016/7/1,3
1616070964/88761486,1515198,14310766,I2769V,OTHERS,2016/7/15,5
A10059208,3279261,13211594,I2769V/WW,OTHERS,2016/7/18,0
1616071670,47289,14688947,B85 KILLER/A/ASRK,OTHERS,2016/7/28,4
1616071608,47289,15102173,SD8SBAT-256G-1122,MEMORY_SYSTEM,2016/7/28,20
A10058885,47289,15331041,SD8SB8U-1T00-1122,OTHERS,2016/7/6,-1
1616071297/88761683,44454,13211594,I2769V/WW,OTHERS,2016/7/21,5
1616071375/88761734,42938,14310766,I2769V,OTHERS,2016/7/22,2
1616071512/88761825,1515198,14310766,I2769V,OTHERS,2016/7/26,2
1616070797/普00871193,3584267,14977861,WD4003FZEX-D,OTHERS,2016/7/14,1
1616071670,47289,15140234,Z170 PRO4/A/ASRK,OTHERS,2016/7/28,8
1616070803/普00871194,3584267,14819946,WD1003FZEX-D,OTHERS,2016/7/14,1
1616070954,47289,15570048,SEELE 零號機,OTHERS,2016/7/15,5
1616071440,47289,15539983,2T,MEMORY_SYSTEM,2016/7/25,64
1616070533/88761544,3644249,15460968,B150M-F PLUS/SI-H,OTHERS,2016/7/12,300
1616071502,47289,15436261,SEELE 聖騎士S1-R,OTHERS,2016/7/26,1
1616070526,47289,15539983,2T,MEMORY_SYSTEM,2016/7/12,25
1616071507/88761820,3233251,15662959,STRIX-GTX1060-O6G-GAMING,OTHERS,2016/7/26,1
1616071441,47289,14671860,WD1003FZEX,OTHERS,2016/7/25,10
1616070809/普00871194,3584267,14790349,WD10EZEX-D,OTHERS,2016/7/14,3
,999999999,15640966,32CL65PDLIF/WS,OTHERS,,0
1616071140/普00871199,3584267,15461966,B150M-POWER2,OTHERS,2016/7/19,1
A20160700032,999999999,15662959,STRIX-GTX1060-O6G-GAMING,OTHERS,2016/7/29,0
1616071689,47289,15194058,WD60EZRZ,MEMORY_SYSTEM,2016/7/29,2
1616071750/88764245,12772,15145171,V2043WS,OTHERS,2016/7/29,10
1616070349/79213909,3048259,15569991,LH32DBEPLGC/XF,OTHERS,2016/7/7,1
1616071752/88764247,3106286,13211594,I2769V/WW,OTHERS,2016/7/29,3
1616071159/88761570,3082270,14972011,DVD-E818A9T-B,OTHERS,2016/7/19,20
5119.ZZZZ,999999999,999913670,FAIRCHILD_(BLANK)_BLANK,,2016/7/31,0
5119.ZZZZ,999999999,999913732,KEMET_(BLANK)_BLANK,,2016/7/31,0
5121,999999999,999913906,SMI_(BLANK)_BLANK,,2016/7/31,0
ST160700010,2357,999913814,ON_(BLANK)_BLANK,,2016/7/26,0
5119.ZZZZ,999999999,999916511,THINE_ALL_BLANK,,2016/7/31,0
SR160700020,10228,999913670,FAIRCHILD_(BLANK)_BLANK,,2016/7/29,0
ST160700010,2357,999913767,MICRON_(BLANK)_BLANK,,2016/7/26,0
SR160800012,2549,999913600,ATMEL_(BLANK)_BLANK,,2016/7/31,0
1616071144/88761556,2968293,15264001,VS207DF,OTHERS,2016/7/19,20
1616071323/88761699,42682,15051865,B85M-D PLUS-H,OTHERS,2016/7/22,30
1616071170/88761582,3233254,15455981,DS216+II,OTHERS,2016/7/19,1
1616071066/普00871198,3584267,15141056,GOLDEN FIELD 角鬥士400W-X,OTHERS,2016/7/18,1
1616071243/88761647,3439256,15226043,VP228DE-H,OTHERS,2016/7/21,100
1616071670,47289,15651977,X99 PROF. GAMING I7./A/ASRK,OTHERS,2016/7/28,3
1616070880/88761426,3398252,15452140,DS916+(2GB),OTHERS,2016/7/14,2
1616071084/普00871202,3584267,15141056,GOLDEN FIELD 角鬥士400W-X,OTHERS,2016/7/19,2
1616071392/88761757,3279261,15276185,B150M-K,OTHERS,2016/7/25,5
1616071106/普00871203,3584267,15192060,GOLDEN FIELD 智能芯 580GT-X,OTHERS,2016/7/19,2
1616071321/88761697,3867254,14923037,B85M-F/SI-H,OTHERS,2016/7/22,200
A10085437,2357,999913814,ON_(BLANK)_BLANK,,2016/7/26,0
A40015924,37441,999913586,AOC_(BLANK)_BLANK,,2016/7/26,0
1616070182/普00871182,3584267,15133984,GOLDEN FIELD 智能芯480GT-X,OTHERS,2016/7/5,1
1616070167,47289,15471068,SEELE 裝甲兵PRO,OTHERS,2016/7/5,32
A10059185,3681258,15299965,32MP58HQ-W,OTHERS,2016/7/15,0
A10058947,3251243,15469965,H110M-HDVP/M/ASRK,OTHERS,2016/7/8,0
1616070302/79213879,3046323,14844938,H81M-K,OTHERS,2016/7/7,50
1616071204/88761609,3628249,14310766,I2769V,OTHERS,2016/7/20,2
1616071144/88761556,2968293,15198958,VC239H,OTHERS,2016/7/19,5
1616071744/88764242,3082270,15072158,H81M-D R2.0,OTHERS,2016/7/29,250
1616070068/普00871180,3161261,14979894,DS2415+,OTHERS,2016/7/1,2
A10059185,3681258,15166106,20MP47A-P,OTHERS,2016/7/15,0
1616071611/88764168,3602269,14982990,GTX750TI-OC-2GD5-H,OTHERS,2016/7/28,9
1616071656,47289,15547003,SEELE 裝甲兵PRO-R,OTHERS,2016/7/28,4
1616071143/88761555,3647252,15276185,B150M-K,OTHERS,2016/7/19,5
1616070998/88761495,27334,15090390,B85M-K/SI-H,OTHERS,2016/7/18,500
160727264,999999999,14935882,H81M-E R2.0-H,OTHERS,2016/7/28,0
A20160700062,999999999,14935884,H61M-K-H,OTHERS,2016/7/29,0
1616071222,47289,15192100,WD30EZRZ,MEMORY_SYSTEM,2016/7/20,10
1616071458,57770,15656963,LS19F350HNCXXF,OTHERS,2016/7/25,50
1616070335/79213902,54586,15562962,GTX1070-8G,OTHERS,2016/7/7,2
1616071226,47289,14481833,WD10JPVX,OTHERS,2016/7/20,10
1616070579/88761218,3293242,15274998,DS216,OTHERS,2016/7/13,2
1616071588/88761887/8,3902263,15077943,B85M-F PLUS/SI-H,OTHERS,2016/7/27,1200
ST160700212,3135251,10281587,960GM-VGS3 FX/M/ASRK,OTHERS,2016/7/26,0
1616071671,47289,14491732,H81M-GL/M/ASRK,OTHERS,2016/7/28,2
1616071082/普00871202,3584267,15141056,GOLDEN FIELD 角鬥士400W-X,OTHERS,2016/7/19,1
1616071142/普00871201,3584267,15141056,GOLDEN FIELD 角鬥士400W-X,OTHERS,2016/7/19,1
1616070027,47289,14675955,WD2003FZEX,OTHERS,2016/7/1,20
1616070716/普00871191,3584267,14790349,WD10EZEX-D,OTHERS,2016/7/14,1
1616071322/88761698,3111243,14935885,H81M-K-H,OTHERS,2016/7/22,500
1616071267/88761663,3115248,15455982,DS916+(8GB),OTHERS,2016/7/21,1
1616071231,47289,15570050,SEELE 初號機,OTHERS,2016/7/21,5
1616070531/88761159,2431204,14921004,DS1515+,OTHERS,2016/7/12,2
ST160700235,52582,10281587,960GM-VGS3 FX/M/ASRK,OTHERS,2016/7/28,0
1616070033,47289,15192100,WD30EZRZ,MEMORY_SYSTEM,2016/7/1,6
1616070113/88761435,57770,15531960,LC24F390FHCXXF,OTHERS,2016/7/4,90
1616070345,47289,15471069,SEELE 暗黑者D3,OTHERS,2016/7/7,2
A10059211,3035280,15141113,V2243WS,OTHERS,2016/7/18,0
,999999999,15529983,22CL62VDF/BS,OTHERS,,0
1616071492/88761810,2514205,15201034,DS216SE,OTHERS,2016/7/26,2
,999999999,14804253,H81M-E,OTHERS,,0
1616070088/79213698,2968246,14992909,GTX750TI-FML-OC-2GD5-B,OTHERS,2016/7/4,5
1616070197,47289,15436271,SEELE魔法師I-R,OTHERS,2016/7/5,1
1616070070,47289,6517622,WD10EZEX,OTHERS,2016/7/4,20
A20160700042,999999999,14935881,H81M-D R2.0-H,OTHERS,2016/7/29,0
1616071222,47289,14671860,WD1003FZEX,OTHERS,2016/7/20,8
1616071223,47289,14671860,WD1003FZEX,OTHERS,2016/7/20,50
1616070891,47289,14654729,WD7500BPKX,OTHERS,2016/7/14,2
1616071106/普00871203,3584267,15237976,GTX960-DC2OC-4GD5-SI-X,OTHERS,2016/7/19,2
1616070432/79213971,3855258,15455981,DS216+II,OTHERS,2016/7/11,8
1616071063/普00871198,3584267,15247091,GOLDEN FIELD KM012-X,OTHERS,2016/7/18,1
1616071232,47289,15547003,SEELE 裝甲兵PRO-R,OTHERS,2016/7/21,10
1616070973,47289,14481833,WD10JPVX,OTHERS,2016/7/15,10
1616071283/88761668,46738,15201033,DS216PLAY,OTHERS,2016/7/21,1
1616071367,47289,15539984,3T,MEMORY_SYSTEM,2016/7/22,12
1616070493,47289,15471069,SEELE 暗黑者D3,OTHERS,2016/7/12,20
616070668,50416,15242603,B59880C120A570,PEMCO,2016/7/21,1000
616070976,2194,3317021,0501010.WR,PEMCO,2016/7/28,24000
616070846,2573,743,0215004.MXEP,PEMCO,2016/7/26,1297
616070759,43844,1483790,0230.250MXP,PEMCO,2016/7/22,3000
616070033,2507,15493973,MINISMDC260F/13.2-2,PEMCO,2016/7/1,1500
1616071409/88761770,3682251,15312982,DS416J,OTHERS,2016/7/25,1
1616071105/普00871203,3584267,15247091,GOLDEN FIELD KM012-X,OTHERS,2016/7/19,1
ST160700239,52582,10281587,960GM-VGS3 FX/M/ASRK,OTHERS,2016/7/28,0
1616070901/88761440,43146,15292994,CH-9000514-CN,OTHERS,2016/7/15,149
1616070113/88761435,57770,15531965,LS27E390HS/XF,OTHERS,2016/7/4,10
1616070897/88761438,2602208,15049889,A68HM-E-H,OTHERS,2016/7/15,50
1616071226,47289,14980086,WD5000LPLX,OTHERS,2016/7/20,10
1616070259/79213858,2516202,15455984,DS416PLAY,OTHERS,2016/7/6,4
,999999999,14269777,SALES-REBATE-SYNOLOGY,OTHERS,,0
1616071409/88761770,3682251,15201035,DS416,OTHERS,2016/7/25,1
1616070056/79213675,2968242,14992909,GTX750TI-FML-OC-2GD5-B,OTHERS,2016/7/1,2
1616071369,47289,14675955,WD2003FZEX,OTHERS,2016/7/22,15
1616070288,47289,15331041,SD8SB8U-1T00-1122,OTHERS,2016/7/7,1
1616070899,47289,15102173,SD8SBAT-256G-1122,MEMORY_SYSTEM,2016/7/15,14
1616071326/88761702,2973247,14972011,DVD-E818A9T-B,OTHERS,2016/7/22,10
1616070978,47289,15102173,SD8SBAT-256G-1122,MEMORY_SYSTEM,2016/7/15,2
1616070559/88761180,3478253,15242090,B150-PLUS-H,OTHERS,2016/7/12,10
1616071313,47289,15547003,SEELE 裝甲兵PRO-R,OTHERS,2016/7/21,2
1616070111/79213718,3855258,15046941,DS1515,OTHERS,2016/7/4,4
1616071084/普00871202,3584267,14967373,GOLDEN FIELD N5 EMPTY BLACK-X,OTHERS,2016/7/19,2
1616071686,47289,14731983,WD30PURX,OTHERS,2016/7/29,7
A10059206,3727250,14846195,H81M-VG4 R2./M/ASRK,OTHERS,2016/7/18,0
1616070406/79213958,2975245,15141113,V2243WS,OTHERS,2016/7/11,9
616070898,2192,3374580,PGB1010603NR,PEMCO,2016/7/27,30000
616070756,9472,15527970,RXEF020-2,PEMCO,2016/7/22,3000
616070730,2999247,2586015,1206L020YR,PEMCO,2016/7/22,284000
616070981,2193,15520964,MINISMDC160F-2-LF,PEMCO,2016/7/28,10000
1616071222,47289,14980086,WD5000LPLX,OTHERS,2016/7/20,5
1616070635/88761267,3835258,15046941,DS1515,OTHERS,2016/7/13,1
1616071131,47289,14481833,WD10JPVX,OTHERS,2016/7/19,30
1616071226,47289,14671860,WD1003FZEX,OTHERS,2016/7/20,60
1616070379/79213931,2968246,14972011,DVD-E818A9T-B,OTHERS,2016/7/8,100
1616071333,47289,15351065,RT1900AC,OTHERS,2016/7/22,25
A10059086,54278,14797542,H81M-DGS R2./M/ASRK,OTHERS,2016/7/13,0
1616070304/79213881,3477246,15623037,STRIX-GTX1070-O8G-GAMING-H,OTHERS,2016/7/7,1
1616071132,47289,15570048,SEELE 零號機,OTHERS,2016/7/19,20
1616070019/79213651,3736249,14809864,ZIPP(SALTY GREY),OTHERS,2016/7/1,3
1616071306,47289,15245999,SEELE 暗黑者D5-X,OTHERS,2016/7/21,3
1616071263/88761659,3422260,15455982,DS916+(8GB),OTHERS,2016/7/21,1
1616071077/88761543,3321297,14806983,AK4712,OTHERS,2016/7/18,2
1616071361/88761722,3135262,15078912,M2470SWD2,OTHERS,2016/7/22,5
SR160700142,3015258,10027587,919SWN-H,OTHERS,2016/7/19,0
1616071657,47289,15547003,SEELE 裝甲兵PRO-R,OTHERS,2016/7/28,13
1616071570,47289,15192100,WD30EZRZ,MEMORY_SYSTEM,2016/7/27,20
1616071507/88761820,3233251,15145128,Z170-P,OTHERS,2016/7/26,15
1616071226,47289,15192100,WD30EZRZ,MEMORY_SYSTEM,2016/7/20,49
1616070909/88761448,2602208,14935885,H81M-K-H,OTHERS,2016/7/15,190
1616070232/79213745,3855258,15352015,DS216J,OTHERS,2016/7/5,2
1616071508/88761821,3233251,15056894,B85M-F PLUS/SI,OTHERS,2016/7/26,50
1616071689,47289,13217588,WD5000LUCT,OTHERS,2016/7/29,3
A10059206,3727250,15542965,B150M-DVS R2/M/ASRK,OTHERS,2016/7/18,0
1616070589/88761226,54278,14797542,H81M-DGS R2./M/ASRK,OTHERS,2016/7/13,300
1616071589/88761889,2431204,15455984,DS416PLAY,OTHERS,2016/7/27,2
1616070554/88761175,3477246,15498994,STRIX-GTX980TI-DC3OC-6GD5-GA-H,OTHERS,2016/7/12,1
1616071487/88761805,2395198,15201034,DS216SE,OTHERS,2016/7/26,1
1616071441,47289,15598965,WD10JPLX,MEMORY_SYSTEM,2016/7/25,12
1616070539,47289,14972945,FM2A68M-HD+/M/ASRK,OTHERS,2016/7/12,3
1616070539,47289,15542965,B150M-DVS R2/M/ASRK,OTHERS,2016/7/12,5
1616070557/88761178,1152198,15052017,B85M-K PLUS,OTHERS,2016/7/12,70
1616070473,47289,14481833,WD10JPVX,OTHERS,2016/7/12,15
1616071083/普00871202,3584267,14797994,2LF-00030-X,OTHERS,2016/7/19,5
1616071306,47289,15547002,SEELE 戰騎士-R,OTHERS,2016/7/21,2
A20160700043,999999999,15151285,L2278WP,OTHERS,2016/7/29,0
1616070400/79213949,4269,15410962,238L60PHF/G-H,OTHERS,2016/7/8,100
1616071671,47289,15140961,Z170 EXTREME6/A/ASRK,OTHERS,2016/7/28,2
SR160700184,3616248,10281587,960GM-VGS3 FX/M/ASRK,OTHERS,2016/7/29,0
1616070718/普00871191,3584267,14790349,WD10EZEX-D,OTHERS,2016/7/14,1
1616071680/88764207,3398252,15455981,DS216+II,OTHERS,2016/7/29,2
A10059211,3035280,15064921,L2470W,OTHERS,2016/7/18,0
A10059504,716199,6602587,SALES-REBATE-ASROCK,OTHERS,2016/7/26,0
1616071383/88761742,3323254,15046030,I2279VW/WS,OTHERS,2016/7/22,50
ST160700130,1515198,10027587,919SWN-H,OTHERS,2016/7/19,0
A10058866,47289,3222190,SALES-REBATE-WESTERN,OTHERS,2016/7/6,0
1616070843/普00871195,3584267,14819946,WD1003FZEX-D,OTHERS,2016/7/14,1
1616070539,47289,14717885,990FX KILLER/A/ASRK,OTHERS,2016/7/12,4
1616070539,47289,15058062,X99E-ITX/AC./M/ASRK,OTHERS,2016/7/12,2
1616071515/88761828,44454,6642591,E950SN,OTHERS,2016/7/26,30
1616070347/79213907,1744198,15242187,T4312M,OTHERS,2016/7/7,5
1616071268/88761664,46199,15584965,B85 KILLER./A/ASRK,OTHERS,2016/7/21,40
1616071321/88761697,3867254,14989885,H61M-E-H,OTHERS,2016/7/22,50
1616071115,47289,14491732,H81M-GL/M/ASRK,OTHERS,2016/7/19,5
1616070551/88761172,2340198,15184975,I2281FW/BW-H,OTHERS,2016/7/12,20
1616071118,47289,15193973,B150M PRO4S/D3/M/ASRK,OTHERS,2016/7/19,3
1616071395/88761760,3724264,15078018,B85M-G PLUS,OTHERS,2016/7/25,80
1616070631/88761261,2089198,15192057,H110M-HDV/M/ASRK,OTHERS,2016/7/13,40
1616071067/普00871198,3584267,15141056,GOLDEN FIELD 角鬥士400W-X,OTHERS,2016/7/18,1
1616070273,47289,15471068,SEELE 裝甲兵PRO,OTHERS,2016/7/7,20
1616070992/88761492,3829249,15185963,I2481FXH,OTHERS,2016/7/15,5
1616070472,47289,15157064,WD5000LPCX,MEMORY_SYSTEM,2016/7/12,10
1616070557/88761178,1152198,14957869,A68HM-K,OTHERS,2016/7/12,50
1616070292,47289,15436255,SEELE守衛者S3-R,OTHERS,2016/7/7,1
A10058954,4269,15410962,238L60PHF/G-H,OTHERS,2016/7/8,0
A20160700064,999999999,15199126,27V45DL/W,OTHERS,2016/7/29,0
1616070307,47289,14980086,WD5000LPLX,OTHERS,2016/7/7,10
1616071671,47289,15140963,Z170 GAMING K6/A/ASRK,OTHERS,2016/7/28,5
1616070469,47289,15348977,H110M-HDS/M/ASRK,OTHERS,2016/7/12,3
1616070347/79213907,1744198,15242188,U2879VF,OTHERS,2016/7/7,2
1616070418,47289,15194056,WD20EZRZ,MEMORY_SYSTEM,2016/7/11,20
1616070396/79213946,22404,15315988,E3V5 WS/A/ASRK,OTHERS,2016/7/8,10
1616071358/88761720,3855257,15037958,I2379V/WS,OTHERS,2016/7/22,2
1616071591/88761891,3539255,15372066,I2480SXD,OTHERS,2016/7/27,10
ST160700186,1515198,10027587,919SWN-H,OTHERS,2016/7/22,0
1616071255,47289,15193972,B150M-HDV/D3/M/ASRK,OTHERS,2016/7/21,4
1616070419,47289,14675955,WD2003FZEX,OTHERS,2016/7/11,2
1616071043/88761526,2533202,14921004,DS1515+,OTHERS,2016/7/18,1
1616070439,47289,15539983,2T,MEMORY_SYSTEM,2016/7/11,80
1616071311,47289,15348971,SEELE 聖騎士S3-X,OTHERS,2016/7/21,5
1616071309,47289,15471066,SEELE 戰騎士,OTHERS,2016/7/21,20
1616071111,57770,15585079,LC32F395FWCXXF,OTHERS,2016/7/19,300
1616070895,47289,15192100,WD30EZRZ,MEMORY_SYSTEM,2016/7/14,29
A10058725,38347,15206970,I2481FX/BW-H,OTHERS,2016/7/1,0
A10058957,22404,15166003,B150M-HDV/M/ASRK,OTHERS,2016/7/8,0
1616071249,47289,14797542,H81M-DGS R2./M/ASRK,OTHERS,2016/7/21,10
1616070595/88761231,2089198,15166003,B150M-HDV/M/ASRK,OTHERS,2016/7/13,5
1616071395/88761760,3724264,14957868,A68HM-E,OTHERS,2016/7/25,50
1616070216,47289,15471068,SEELE 裝甲兵PRO,OTHERS,2016/7/5,20
1616071204/88761609,3628249,15246081,Q3477FQ,OTHERS,2016/7/20,1
1616070992/88761492,3829249,15526998,LD32E12M,OTHERS,2016/7/15,20
A10059406,3855257,15037958,I2379V/WS,OTHERS,2016/7/22,0
1616071174/88761586,43085,15341007,LD43E12M,OTHERS,2016/7/19,10
1616071255,47289,15182007,H170 PRO4S/A/ASRK,OTHERS,2016/7/21,10
A10059464,4269,15410959,24V17DLG-H,OTHERS,2016/7/25,0
1616071678,47289,15587004,B150 GAMING K4./A/ASRK,OTHERS,2016/7/29,15
1616071291/88761676/7,27334,14935881,H81M-D R2.0-H,OTHERS,2016/7/21,1000
1616071063/普00871198,3584267,15141056,GOLDEN FIELD 角鬥士400W-X,OTHERS,2016/7/18,8
1616070030,47289,14671860,WD1003FZEX,OTHERS,2016/7/1,5
A10059348,42679,14580731,FM2A88X PRO+/A/ASRK,OTHERS,2016/7/20,0
A10058929,46199,15083961,X99 EXTREME6/3.1./A/ASRK,OTHERS,2016/7/7,0
1616070121,47289,15471066,SEELE 戰騎士,OTHERS,2016/7/4,50
1616071187,47289,15436258,SEELE守衛者S1-R,OTHERS,2016/7/20,1
1616071644/88764186,3899248,15648012,LH55DCEPLGC/XF,OTHERS,2016/7/28,1
1616071376/88761735,3398252,15312982,DS416J,OTHERS,2016/7/22,1
1616071512/88761825,1515198,15263960,S605/D,OTHERS,2016/7/26,40
1616071657,47289,15589017,SEELE 暗黑者D3-RR,OTHERS,2016/7/28,4
1616070411,47289,13217588,WD5000LUCT,OTHERS,2016/7/11,5
1616070156,47289,15471068,SEELE 裝甲兵PRO,OTHERS,2016/7/5,30
1616071308,47289,15547002,SEELE 戰騎士-R,OTHERS,2016/7/21,20
1616071309,47289,15586998,SEELE 魂之座(自由版),OTHERS,2016/7/21,2
1616070586/88761223,2888209,15035996,RS815,OTHERS,2016/7/13,1
1616070609/88761240,27334,14925917,M5A78L-M LX3 PLUS-H,OTHERS,2016/7/13,1000
1616070673/普00871189,3584267,14819959,WD10JUCT-D,OTHERS,2016/7/14,8
1616070107/79213714,3742253,14846195,H81M-VG4 R2./M/ASRK,OTHERS,2016/7/4,100
1616070901/88761440,43146,15523968,CH-9101010-CN,OTHERS,2016/7/15,200
1616070620/88761251,3539255,15242560,I2379V,OTHERS,2016/7/13,2
1616070538,47289,15553979,B150M PRO4/HYPER/M/ASRK,OTHERS,2016/7/12,4
A10059534,3015258,15620960,AG271QG,OTHERS,2016/7/26,0
1616070551/88761172,2340198,15181961,I2381FH-H,OTHERS,2016/7/12,30
1616070475,47289,15192100,WD30EZRZ,MEMORY_SYSTEM,2016/7/12,15
1616070530,47289,15539983,2T,MEMORY_SYSTEM,2016/7/12,6
ST160700037,2103198,10281587,960GM-VGS3 FX/M/ASRK,OTHERS,2016/7/6,0
A10058986,2161198,15104085,IPHONE6 64G,OTHERS,2016/7/12,-80
1616071039/88761522,40627,15078912,M2470SWD2,OTHERS,2016/7/18,5
1616070128,47289,15539983,2T,MEMORY_SYSTEM,2016/7/5,30
1616070759/普00871191,3584267,14790349,WD10EZEX-D,OTHERS,2016/7/14,1
1616070255/79213854,2431204,15352015,DS216J,OTHERS,2016/7/6,8
1616071092/普00871203,3584267,15051992,BX80646I34170SR1PL,CPU / MPU,2016/7/19,1
ST160700178,42679,10281587,960GM-VGS3 FX/M/ASRK,OTHERS,2016/7/21,0
1616071066/普00871198,3584267,15203964,Q121 12M-X,OTHERS,2016/7/18,1
1616070511,47289,15436256,SEELE 幻影-R,OTHERS,2016/7/12,1
1616071188,47289,15348971,SEELE 聖騎士S3-X,OTHERS,2016/7/20,5
A10059624,3899248,15453964,LH65DMERTBC/XF,OTHERS,2016/7/28,-2
1616071051/88761534,3279261,15037958,I2379V/WS,OTHERS,2016/7/18,2
1616070538,47289,15168074,Z170M-ITX/AC/M/ASRK,OTHERS,2016/7/12,2
1616070407/79213959,1515198,3397439,E2250SD,OTHERS,2016/7/11,5
1616071047/88761530,3539255,15242560,I2379V,OTHERS,2016/7/18,5
1616070768/普00871192,3584267,14819946,WD1003FZEX-D,OTHERS,2016/7/14,1
1616071545/88761858,2397200,15455982,DS916+(8GB),OTHERS,2016/7/27,1
